ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
311,simple,,"Bauer Pro GEN III Senior Hockey Carry Bag",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,119.99,Hockey,"clothing, fitness, hockey, m1, m14, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg",,,,,,,,,19,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
312,simple,,"Bauer Vapor 3X Pro Senior Hockey Gloves",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,59.99,Hockey,"clothing, fitness, hockey, m1, m14, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_2.jpg",,,,,,,,,18,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
316,simple,,"CCM RBZ 150 Padded Shirt Pro Max",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,59.99,Hockey,"clothing, fitness, hockey, m1, m14, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_2.jpg",,,,,,,,,12,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
1163,variable,,"Nike Elite All Court Basketball, Size 7, Indoor",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p01_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p01_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p02_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p02_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p03_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_1.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,,,,,
1164,variation,,"Nike Elite All Court Basketball, Size 7, Indoor",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31.50,,,,,,,id:1163,,,,,,1,,Size,,,1,,,,,,
1183,variable,,"Men's/Women's Curry 3Z6 Basketball Shoes",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p02_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p02_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p03_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p05_1.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
1185,variation,,"Men's/Women's Curry 3Z6 Basketball Shoes",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,69.94,,,,,,,id:1183,,,,,,0,,Size,,,1,,Color,,,1,
1187,simple,,"Women's Classic Sports Bra, Medium Impact",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,9.99,19.99,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p03_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p03_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p05_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_1.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
1189,variable,,"Men’s Elite Basketball Crew Sock Christmas Green",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p04_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p05_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_1.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
1190,variation,,"Men’s Elite Basketball Crew Sock Christmas Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18.00,,,,,,,id:1189,,,,,,0,,Size,,,1,,Color,,,1,
1191,variable,,"Spalding Slam Jam Over-The-Door Hoop",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p05_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p05_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_2.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,,,,,
1192,variation,,"Spalding Slam Jam Over-The-Door Hoop",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,64.99,,,,,,,id:1191,,,,,,1,,Size,,,1,,,,,,
1193,variable,,"Toronto Raptors Nike Kids' OG Anunoby Swingman",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p06_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_2.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,
1194,variation,,"Toronto Raptors Nike Kids' OG Anunoby Swingman",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100.00,,,,,,,id:1193,,,,,,1,,Size,,,1,,Color,,,1,
1195,variable,,"Denver Nuggets Nike Kids' Jamal Murray Swingman",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p07_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p09_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p09_2.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,
1196,variation,,"Denver Nuggets Nike Kids' Jamal Murray Swingman",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100.00,,,,,,,id:1195,,,,,,1,,Size,,,1,,Color,,,1,
1197,variable,,"New York Knicks Kids' RJ Barrett Swingman",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Basketball,"clothing, fitness, hockey, m3, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p08_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p09_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p09_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p10_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m2_p10_2.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,
1198,variation,,"New York Knicks Kids' RJ Barrett Swingman",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,59.49,,,,,,,id:1197,,,,,,1,,Size,,,1,,Color,,,1,
